"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"sfaR","sfaR","C:/Program Files/R/R-4.2.3/library","0.1.1",NA,"R (>= 3.5.0)","dplyr, emdbook, fBasics, Formula, gsl, marqLevAlg, MASS,
maxLik, methods, moments, nleqslv, numDeriv, primes, qrng,
randtoolbox, trustOptim, ucminf",NA,"mlogit",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"shape","shape","C:/Program Files/R/R-4.2.3/library","1.4.6",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.0"
"shiny","shiny","C:/Program Files/R/R-4.2.3/library","1.7.4",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"shinycssloaders","shinycssloaders","C:/Program Files/R/R-4.2.3/library","1.0.0",NA,"R (>= 3.1)","digest, glue, grDevices, shiny",NA,"shinydisconnect, shinyjs",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"shinyjs","shinyjs","C:/Program Files/R/R-4.2.3/library","2.1.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), jsonlite, shiny (>= 1.0.0)",NA,"htmltools (>= 0.2.9), knitr (>= 1.7), rmarkdown, shinyAce,
shinydisconnect, testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"shinytest","shinytest","C:/Program Files/R/R-4.2.3/library","1.5.3",NA,NA,"assertthat, callr (>= 2.0.3), crayon, debugme, digest,
htmlwidgets, httpuv, httr, jsonlite, parsedate, pingr, R6,
rematch, rlang, rstudioapi (>= 0.8.0.9002), shiny (>= 1.3.2),
testthat (>= 1.0.0), utils, webdriver (>= 1.0.6), withr",NA,"flexdashboard, globals, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"showimage","showimage","C:/Program Files/R/R-4.2.3/library","1.0.0",NA,NA,"png, tools",NA,"covr, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"simplermarkdown","simplermarkdown","C:/Program Files/R/R-4.2.3/library","0.0.6",NA,NA,"rjson, tools",NA,"MASS",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"skimr","skimr","C:/Program Files/R/R-4.2.3/library","2.1.5",NA,"R (>= 3.1.2)","cli, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>= 1.5),
pillar (>= 1.6.4), purrr, repr, rlang (>= 0.3.1), stats,
stringr (>= 1.1), tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect
(>= 1.0.0), vctrs",NA,"covr, crayon, data.table, dtplyr, extrafont, haven,
lubridate, rmarkdown, testthat (>= 2.0.0), withr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"slam","slam","C:/Program Files/R/R-4.2.3/library","0.1-50",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"slider","slider","C:/Program Files/R/R-4.2.3/library","0.3.0",NA,"R (>= 3.4.0)","cli (>= 3.4.1), rlang (>= 1.0.6), vctrs (>= 0.5.0), warp","vctrs (>= 0.5.0)","covr, dplyr (>= 1.0.0), knitr, lubridate, rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"sourcetools","sourcetools","C:/Program Files/R/R-4.2.3/library","0.1.7-1",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"sp","sp","C:/Program Files/R/R-4.2.3/library","1.6-0",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir, knitr, rmarkdown, sf",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"spaMM","spaMM","C:/Program Files/R/R-4.2.3/library","4.3.0",NA,"R (>= 3.5.0)","methods, stats, graphics, Matrix, MASS, proxy, Rcpp (>=
0.12.10), nlme, nloptr, minqa, pbapply, crayon, gmp (>= 0.6.0),
ROI, boot, geometry (>= 0.4.0), numDeriv","Rcpp, RcppEigen (>= 0.3.3.5.0)","maps, testthat, rcdd, foreach, future, future.apply, Infusion
(>= 1.3.0), IsoriX (>= 0.8.1), blackbox (>= 1.1.25), RSpectra,
ROI.plugin.glpk, lme4, rsae, multilevel, agridat","multcomp, RLRsim, lmerTest","CeCILL-2",NA,NA,NA,NA,"yes","4.2.3"
"SparseM","SparseM","C:/Program Files/R/R-4.2.3/library","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatial","spatial","C:/Program Files/R/R-4.2.3/library","7.3-16","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"splancs","splancs","C:/Program Files/R/R-4.2.3/library","2.01-43",NA,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"splines","splines","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"SQUAREM","SQUAREM","C:/Program Files/R/R-4.2.3/library","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"stabledist","stabledist","C:/Program Files/R/R-4.2.3/library","0.7-1",NA,"R (>= 3.1.0)","stats",NA,"Matrix, fBasics, FMStable, RUnit, Rmpfr, sfsmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"StanHeaders","StanHeaders","C:/Program Files/R/R-4.2.3/library","2.26.27",NA,"R (>= 3.4.0)","RcppParallel (>= 5.1.4)","RcppEigen, RcppParallel (>= 5.1.4)","Rcpp, BH (>= 1.75.0-0), knitr (>= 1.36), rmarkdown, Matrix,
methods, rstan, withr",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"starbility","starbility","C:/Program Files/R/R-4.2.3/library","0.0.0.9000",NA,NA,"tidyverse, broom, ggplot2, lfe, cowplot",NA,"knitr, viridis, ggforce, rmarkdown",NA,"`use_mit_license()`",NA,NA,NA,NA,"no","4.2.3"
"stargazer","stargazer","C:/Program Files/R/R-4.2.3/library","5.2.3",NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
nlme, nnet, ordinal, plm, pscl, quantreg, rms, relevent,
robustbase, sampleSelection, spdep, survey, survival","GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"statnet.common","statnet.common","C:/Program Files/R/R-4.2.3/library","4.8.0",NA,"R (>= 3.5)","utils, methods, coda, parallel, tools",NA,"covr, rlang (>= 1.0.6)",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"stats","stats","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"stats4","stats4","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,NA,"4.2.3"
"stringdist","stringdist","C:/Program Files/R/R-4.2.3/library","0.9.10",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"stringi","stringi","C:/Program Files/R/R-4.2.3/library","1.7.12",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.2.2"
"stringr","stringr","C:/Program Files/R/R-4.2.3/library","1.5.0",NA,"R (>= 3.3)","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"styler","styler","C:/Program Files/R/R-4.2.3/library","1.10.1",NA,"R (>= 3.6.0)","cli (>= 3.1.1), magrittr (>= 2.0.0), purrr (>= 0.2.3), R.cache
(>= 0.15.0), rlang (>= 1.0.0), rprojroot (>= 1.1), tools, vctrs
(>= 0.4.1), withr (>= 2.3.0),",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), tibble (>= 1.4.2),
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"survey","survey","C:/Program Files/R/R-4.2.3/library","4.2-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"survival","survival","C:/Program Files/R/R-4.2.3/library","3.5-3","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"svglite","svglite","C:/Program Files/R/R-4.2.3/library","2.1.1",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat, xml2 (>= 1.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"Synth","Synth","C:/Program Files/R/R-4.2.3/library","1.1-8",NA,NA,"kernlab, optimx,rgenoud",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"sys","sys","C:/Program Files/R/R-4.2.3/library","3.4.2",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"systemfit","systemfit","C:/Program Files/R/R-4.2.3/library","1.1-30",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"knitr, plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"systemfonts","systemfonts","C:/Program Files/R/R-4.2.3/library","1.0.4",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"tables","tables","C:/Program Files/R/R-4.2.3/library","0.9.10",NA,"R (>= 2.12.0)","stats, utils, knitr, htmltools",NA,"magrittr, kableExtra (>= 0.9.0), Hmisc, bookdown, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"tcltk","tcltk","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"utils",NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"tensorA","tensorA","C:/Program Files/R/R-4.2.3/library","0.36.2",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"testthat","testthat","C:/Program Files/R/R-4.2.3/library","3.1.9",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 3.4.0), desc, digest, ellipsis
(>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr, methods,
pkgload (>= 1.3.0), praise, processx, ps (>= 1.3.4), R6 (>=
2.2.0), rlang (>= 1.1.0), utils, waldo (>= 0.5.0), withr (>=
2.4.3)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"textshaping","textshaping","C:/Program Files/R/R-4.2.3/library","0.3.6",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"TH.data","TH.data","C:/Program Files/R/R-4.2.3/library","1.1-1",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"dplyr, gdata, plyr, trtf, tram, rms, coin, ATR, multcomp,
gridExtra, vcd, colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"tibble","tibble","C:/Program Files/R/R-4.2.3/library","3.2.1",NA,"R (>= 3.4.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.4.2)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2,
here, hms, htmltools, knitr, lubridate, mockr, nycflights13,
pkgbuild, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"tidygraph","tidygraph","C:/Program Files/R/R-4.2.3/library","1.2.3",NA,NA,"tibble, dplyr (>= 0.8.5), igraph (>= 1.3.0), magrittr, utils,
rlang, R6, tools, stats, tidyr, pillar, cli","cpp11","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"tidyquant","tidyquant","C:/Program Files/R/R-4.2.3/library","1.0.7",NA,"R (>= 3.5.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 1.0.0), ggplot2, jsonlite, httr, curl, lazyeval,
magrittr, purrr, Quandl, riingo, readr, readxl, alphavantager
(>= 0.1.2), stringr, tibble, tidyr (>= 1.0.0), timetk (>=
2.4.0), timeDate, TTR, xts, rlang, tidyverse, tidyselect",NA,"tibbletime, forcats, broom, knitr, rmarkdown, testthat (>=
2.1.0), scales, Rblpapi, covr, janitor",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"tidyr","tidyr","C:/Program Files/R/R-4.2.3/library","1.3.0",NA,"R (>= 3.4.0)","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.0.4), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)","cpp11 (>= 0.4.0)","covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"tidyselect","tidyselect","C:/Program Files/R/R-4.2.3/library","1.2.0",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.4.1), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"tidyverse","tidyverse","C:/Program Files/R/R-4.2.3/library","2.0.0",NA,"R (>= 3.3)","broom (>= 1.0.3), conflicted (>= 1.2.0), cli (>= 3.6.0),
dbplyr (>= 2.3.0), dplyr (>= 1.1.0), dtplyr (>= 1.2.2), forcats
(>= 1.0.0), ggplot2 (>= 3.4.1), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.1), haven (>= 2.5.1), hms (>= 1.1.2),
httr (>= 1.4.4), jsonlite (>= 1.8.4), lubridate (>= 1.9.2),
magrittr (>= 2.0.3), modelr (>= 0.1.10), pillar (>= 1.8.1),
purrr (>= 1.0.1), ragg (>= 1.2.5), readr (>= 2.1.4), readxl (>=
1.4.2), reprex (>= 2.0.2), rlang (>= 1.0.6), rstudioapi (>=
0.14), rvest (>= 1.0.3), stringr (>= 1.5.0), tibble (>= 3.1.8),
tidyr (>= 1.3.0), xml2 (>= 1.3.3)",NA,"covr (>= 3.6.1), feather (>= 0.3.5), glue (>= 1.6.2), mockr
(>= 0.2.0), knitr (>= 1.41), rmarkdown (>= 2.20), testthat (>=
3.1.6)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"timechange","timechange","C:/Program Files/R/R-4.2.3/library","0.2.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"timeDate","timeDate","C:/Program Files/R/R-4.2.3/library","4022.108",NA,"R (>= 3.6.0)","graphics, utils, stats, methods",NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"timeSeries","timeSeries","C:/Program Files/R/R-4.2.3/library","4030.106",NA,"R (>= 2.10), timeDate (>= 2150.95)","graphics, grDevices, stats, utils, methods",NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"timetk","timetk","C:/Program Files/R/R-4.2.3/library","2.8.3",NA,"R (>= 3.3.0)","recipes (>= 1.0.4), rsample, dplyr (>= 1.0.0), ggplot2,
forcats, stringr, plotly, lubridate (>= 1.6.0), padr (>=
0.5.2), purrr (>= 0.2.2), readr (>= 1.3.0), stringi (>= 1.4.6),
tibble (>= 3.0.3), tidyr (>= 1.1.0), xts (>= 0.9-7), zoo (>=
1.7-14), rlang (>= 0.4.11), tidyselect (>= 1.1.0), slider,
anytime, timeDate, forecast, tsfeatures, hms, assertthat,
generics",NA,"tidymodels, workflows, parsnip, tune, yardstick, knitr,
rmarkdown, broom, scales, testthat, fracdiff, timeSeries,
tseries, trelliscopejs, roxygen2, covr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"tinytest","tinytest","C:/Program Files/R/R-4.2.3/library","1.4.1",NA,"R (>= 3.0.0)","parallel, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"tinytex","tinytex","C:/Program Files/R/R-4.2.3/library","0.45",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"TMB","TMB","C:/Program Files/R/R-4.2.3/library","1.9.4",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"tools","tools","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun, mathjaxr",NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"TraMineR","TraMineR","C:/Program Files/R/R-4.2.3/library","2.2-7",NA,"R (>= 3.0.0)","utils, graphics, grDevices, stats, cluster, colorspace,
RColorBrewer, boot, vegan",NA,"xtable, TraMineRextras",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"translations","translations","C:/Program Files/R/R-4.2.3/library","4.2.3",NA,NA,NA,NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,NA,"4.2.3"
"transport","transport","C:/Program Files/R/R-4.2.3/library","0.14-1",NA,"R (>= 3.0.0)","grDevices, graphics, methods, stats, Rcpp (>= 0.12.10),
data.table","RcppEigen, Rcpp","animation, ks, testthat, WSGeometry",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"trust","trust","C:/Program Files/R/R-4.2.3/library","0.1-8",NA,"R (>= 2.10.0)","stats",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"trustOptim","trustOptim","C:/Program Files/R/R-4.2.3/library","0.8.7.3",NA,"R (>= 3.6)","Matrix (>= 1.2.18), Rcpp (>= 1.0.3), methods","Rcpp, RcppEigen (>= 0.3.3.7.0)","testthat, knitr",NA,"MPL (>= 2.0)",NA,NA,NA,NA,"yes","4.2.3"
"tseries","tseries","C:/Program Files/R/R-4.2.3/library","0.10-54",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9),
jsonlite",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"tsfeatures","tsfeatures","C:/Program Files/R/R-4.2.3/library","1.1",NA,"R (>= 3.6.0)","fracdiff, forecast (>= 8.3), purrr, RcppRoll (>= 0.2.2),
stats, tibble, tseries, urca, future, furrr",NA,"testthat, knitr, rmarkdown, ggplot2, tidyr, dplyr, Mcomp,
GGally",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"TTR","TTR","C:/Program Files/R/R-4.2.3/library","0.24.3",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"tweenr","tweenr","C:/Program Files/R/R-4.2.3/library","2.0.2",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"twosamples","twosamples","C:/Program Files/R/R-4.2.3/library","2.0.0",NA,NA,NA,"cpp11","testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"tzdb","tzdb","C:/Program Files/R/R-4.2.3/library","0.3.0",NA,"R (>= 3.4.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"ucminf","ucminf","C:/Program Files/R/R-4.2.3/library","1.2.0",NA,"R (>= 3.5.0)",NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"units","units","C:/Program Files/R/R-4.2.3/library","0.8-1",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"UpSetR","UpSetR","C:/Program Files/R/R-4.2.3/library","1.4.0",NA,"R (>= 3.0)","ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales",NA,"knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"urca","urca","C:/Program Files/R/R-4.2.3/library","1.3-3",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"urlchecker","urlchecker","C:/Program Files/R/R-4.2.3/library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"usethis","usethis","C:/Program Files/R/R-4.2.3/library","2.1.6",NA,"R (>= 3.4)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.0.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2 (>=
7.1.2), spelling (>= 1.2), styler (>= 1.2.0), testthat (>=
3.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"utf8","utf8","C:/Program Files/R/R-4.2.3/library","1.2.3",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"utils","utils","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,NA,NA,"methods, xml2, commonmark, knitr",NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"uuid","uuid","C:/Program Files/R/R-4.2.3/library","1.1-0",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"V8","V8","C:/Program Files/R/R-4.2.3/library","4.3.0",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"vcd","vcd","C:/Program Files/R/R-4.2.3/library","1.4-11",NA,"R (>= 2.10), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"vctrs","vctrs","C:/Program Files/R/R-4.2.3/library","0.6.1",NA,"R (>= 3.5.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"vdiffr","vdiffr","C:/Program Files/R/R-4.2.3/library","1.0.5",NA,"R (>= 3.2.0)","diffobj, glue, grDevices, htmltools, lifecycle, rlang,
testthat (>= 3.0.3), xml2 (>= 1.0.0)","cpp11","covr, ggplot2 (>= 3.2.0), roxygen2, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"vegan","vegan","C:/Program Files/R/R-4.2.3/library","2.6-4",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"VGAM","VGAM","C:/Program Files/R/R-4.2.3/library","1.1-8",NA,"R (>= 4.0.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"yes","4.2.3"
